R,L,C,Time,Vin,VR,VL,VC,I
22000.0,1e-05,1.005e-06,0.1091987172754786,16.75,0.11968386581558477,0.0002588075727025796,16.630057326611713,5.440175718890217e-06
22000.0,1e-05,1.005e-06,0.10975146728684224,16.75,0.11723993737961891,-0.00025881159215401794,16.633018874212535,5.3290880627099504e-06
22000.0,1e-05,1.005e-06,0.11030421729820587,16.75,0.11383389681036604,0.00025880599034522334,16.63590729719929,5.17426803683482e-06
22000.0,1e-05,1.005e-06,0.11055000227272725,16.75,0.11309021491085147,-0.000258808741023131,16.63716859383017,5.140464314129612e-06
22000.0,1e-05,1.005e-06,0.0,0.0,0.0,0.0,0.0,0.0
22000.0,1e-05,1.005e-06,1.0000000000000001e-11,0.22,0.00473581213302629,0.21526418786483179,2.1419322175605157e-12,2.152641878648314e-07
22000.0,1e-05,1.005e-06,1.0852320000011267e-11,0.23875104000024783,0.005173793761758305,0.23357724623614814,2.3413771700290943e-12,2.351724437162866e-07
22000.0,1e-05,1.005e-06,1.25569600000338e-11,0.2762531200007436,0.006118306260276041,0.2701348137376909,2.7766771560493465e-12,2.781048300125473e-07
22000.0,1e-05,1.005e-06,1.5966240000078868e-11,0.35125728000173506,0.008417090023029372,0.34284018997480836,3.897329255583547e-12,3.8259500104678965e-07
22000.0,1e-05,1.005e-06,2.2784800000169e-11,0.501265600003718,0.01463844020477667,0.4866271597914889,7.452406510042674e-12,6.653836456716668e-07
22000.0,1e-05,1.005e-06,3.642192000034926e-11,0.8012822400076838,0.03345628069623019,0.7678259592891691,2.2284461695528817e-11,1.5207400316468267e-06
22000.0,1e-05,1.005e-06,6.36961600007098e-11,1.4013155200156155,0.09566405372774245,1.305651466185949,1.0192396847992989e-10,4.348366078533747e-06
22000.0,1e-05,1.005e-06,1.1824464000143085e-10,2.601382080031479,0.31141323838846935,2.289968841038927,6.040824381259903e-10,1.415514719947588e-05
22000.0,1e-05,1.005e-06,2.2734160000287299e-10,5.0015152000632055,1.0593150037226726,3.942200192354671,3.985861818552185e-09,4.815068198739421e-05
22000.0,1e-05,1.005e-06,3.8846064524255975e-10,8.546134195336315,2.7799425131412416,5.766191664220575,1.7974498307616058e-08,0.0001263610233246019
22000.0,1e-05,1.005e-06,6.046004234165085e-10,13.301209315163186,5.908516668369975,7.392692586351014,6.044219709018599e-08,0.0002685689394713625
22000.0,1e-05,1.005e-06,9.731972083696445e-10,21.410338584132177,12.513295284459659,8.897043085674902,2.1399761678318127e-07,0.0005687861492936208
22000.0,1e-05,1.005e-06,1e-09,22.0,13.039782165576923,8.960217604937133,2.2948594356761525e-07,0.0005927173711625874
22000.0,1e-05,1.005e-06,1.0536055832607112e-09,22.0,13.985008394203092,8.014991342404382,2.633925257420702e-07,0.0006356821997365042
22000.0,1e-05,1.005e-06,1.1608167497821336e-09,22.0,15.676034297314843,6.323965367379584,3.353055738469853e-07,0.000712547013514311
