R,C,V_in,V_out
5727.272727272727,1.6e-06,5.0,0.0
5727.272727272727,1.6999999999999998e-06,5.0,0.0
5727.272727272727,1.7999999999999997e-06,5.0,0.0
5727.272727272727,1.9e-06,5.0,0.0
5727.272727272727,2e-06,5.0,0.0
5727.272727272727,2.1e-06,5.0,0.0
5727.272727272727,2.1999999999999997e-06,5.0,0.0
5727.272727272727,2.3e-06,5.0,0.0
5727.272727272727,2.4e-06,5.0,0.0
5727.272727272727,2.4999999999999998e-06,5.0,0.0
5727.272727272727,2.5999999999999997e-06,5.0,0.0
5727.272727272727,2.6999999999999996e-06,5.0,0.0
5727.272727272727,2.8e-06,5.0,0.0
5727.272727272727,2.8999999999999998e-06,5.0,0.0
5727.272727272727,2.9999999999999997e-06,5.0,0.0
5727.272727272727,3.1e-06,5.0,0.0
5727.272727272727,3.2e-06,5.0,0.0
5727.272727272727,3.2999999999999997e-06,5.0,0.0
5727.272727272727,3.3999999999999996e-06,5.0,0.0
5727.272727272727,3.4999999999999995e-06,5.0,0.0
5727.272727272727,3.6e-06,5.0,0.0
5727.272727272727,3.6999999999999997e-06,5.0,0.0
5727.272727272727,3.7999999999999996e-06,5.0,0.0
5727.272727272727,3.9e-06,5.0,0.0
5727.272727272727,4e-06,5.0,0.0
5727.272727272727,4.1e-06,5.0,0.0
5727.272727272727,4.2e-06,5.0,0.0
5727.272727272727,4.2999999999999995e-06,5.0,0.0
5727.272727272727,4.399999999999999e-06,5.0,0.0
5727.272727272727,4.5e-06,5.0,0.0
5727.272727272727,4.6e-06,5.0,0.0
5727.272727272727,4.7e-06,5.0,0.0
5727.272727272727,4.8e-06,5.0,0.0
5727.272727272727,4.9e-06,5.0,0.0
5727.272727272727,4.9999999999999996e-06,5.0,0.0
5727.272727272727,5.0999999999999995e-06,5.0,0.0
5727.272727272727,5.199999999999999e-06,5.0,0.0
5727.272727272727,5.299999999999999e-06,5.0,0.0
5727.272727272727,5.4e-06,5.0,0.0
5727.272727272727,5.5e-06,5.0,0.0
5727.272727272727,5.6e-06,5.0,0.0
5727.272727272727,5.7e-06,5.0,0.0
5727.272727272727,5.7999999999999995e-06,5.0,0.0
5727.272727272727,5.899999999999999e-06,5.0,0.0
5727.272727272727,5.999999999999999e-06,5.0,0.0
5727.272727272727,6.1e-06,5.0,0.0
5727.272727272727,6.2e-06,5.0,0.0
5727.272727272727,6.3e-06,5.0,0.0
5727.272727272727,6.4e-06,5.0,0.0
5727.272727272727,6.5e-06,5.0,0.0
5727.272727272727,6.5999999999999995e-06,5.0,0.0
5727.272727272727,6.699999999999999e-06,5.0,0.0
5727.272727272727,6.799999999999999e-06,5.0,0.0
5727.272727272727,6.899999999999999e-06,5.0,0.0
5727.272727272727,7e-06,5.0,0.0
5727.272727272727,7.1e-06,5.0,0.0
5727.272727272727,7.2e-06,5.0,0.0
5727.272727272727,7.2999999999999996e-06,5.0,0.0
5727.272727272727,7.3999999999999995e-06,5.0,0.0
5727.272727272727,7.499999999999999e-06,5.0,0.0
5727.272727272727,7.599999999999999e-06,5.0,0.0
5727.272727272727,7.7e-06,5.0,0.0
5727.272727272727,7.8e-06,5.0,0.0
5727.272727272727,7.9e-06,5.0,0.0
5727.272727272727,8e-06,5.0,0.0
5727.272727272727,8.1e-06,5.0,0.0
5727.272727272727,8.200000000000001e-06,5.0,0.0
5727.272727272727,8.3e-06,5.0,0.0
5727.272727272727,8.400000000000001e-06,5.0,0.0
5727.272727272727,8.5e-06,5.0,0.0
5727.272727272727,8.6e-06,5.0,0.0
5727.272727272727,8.7e-06,5.0,0.0
5727.272727272727,8.8e-06,5.0,0.0
5727.272727272727,8.900000000000001e-06,5.0,0.0
5727.272727272727,9e-06,5.0,0.0
5727.272727272727,9.100000000000001e-06,5.0,0.0
5727.272727272727,9.2e-06,5.0,0.0
5727.272727272727,9.3e-06,5.0,0.0
5727.272727272727,9.4e-06,5.0,0.0
5727.272727272727,9.5e-06,5.0,0.0
5727.272727272727,9.6e-06,5.0,0.0
5727.272727272727,9.7e-06,5.0,0.0
5727.272727272727,9.800000000000001e-06,5.0,0.0
5727.272727272727,9.9e-06,5.0,0.0
5727.272727272727,1e-05,5.0,0.0
5818.181818181818,1e-07,5.0,0.0
5818.181818181818,2e-07,5.0,0.0
5818.181818181818,3e-07,5.0,0.0
5818.181818181818,4e-07,5.0,0.0
5818.181818181818,5e-07,5.0,0.0
5818.181818181818,6e-07,5.0,0.0
5818.181818181818,7e-07,5.0,0.0
5818.181818181818,8e-07,5.0,0.0
5818.181818181818,9e-07,5.0,0.0
5818.181818181818,1e-06,5.0,0.0
5818.181818181818,1.1e-06,5.0,0.0
5818.181818181818,1.2e-06,5.0,0.0
5818.181818181818,1.2999999999999998e-06,5.0,0.0
5818.181818181818,1.3999999999999997e-06,5.0,0.0
5818.181818181818,1.5e-06,5.0,0.0
5818.181818181818,1.6e-06,5.0,0.0
5818.181818181818,1.6999999999999998e-06,5.0,0.0
5818.181818181818,1.7999999999999997e-06,5.0,0.0
5818.181818181818,1.9e-06,5.0,0.0
5818.181818181818,2e-06,5.0,0.0
5818.181818181818,2.1e-06,5.0,0.0
5818.181818181818,2.1999999999999997e-06,5.0,0.0
5818.181818181818,2.3e-06,5.0,0.0
5818.181818181818,2.4e-06,5.0,0.0
5818.181818181818,2.4999999999999998e-06,5.0,0.0
5818.181818181818,2.5999999999999997e-06,5.0,0.0
5818.181818181818,2.6999999999999996e-06,5.0,0.0
5818.181818181818,2.8e-06,5.0,0.0
5818.181818181818,2.8999999999999998e-06,5.0,0.0
5818.181818181818,2.9999999999999997e-06,5.0,0.0
5818.181818181818,3.1e-06,5.0,0.0
5818.181818181818,3.2e-06,5.0,0.0
5818.181818181818,3.2999999999999997e-06,5.0,0.0
5818.181818181818,3.3999999999999996e-06,5.0,0.0
5818.181818181818,3.4999999999999995e-06,5.0,0.0
5818.181818181818,3.6e-06,5.0,0.0
5818.181818181818,3.6999999999999997e-06,5.0,0.0
5818.181818181818,3.7999999999999996e-06,5.0,0.0
5818.181818181818,3.9e-06,5.0,0.0
5818.181818181818,4e-06,5.0,0.0
5818.181818181818,4.1e-06,5.0,0.0
5818.181818181818,4.2e-06,5.0,0.0
5818.181818181818,4.2999999999999995e-06,5.0,0.0
5818.181818181818,4.399999999999999e-06,5.0,0.0
5818.181818181818,4.5e-06,5.0,0.0
5818.181818181818,4.6e-06,5.0,0.0
5818.181818181818,4.7e-06,5.0,0.0
5818.181818181818,4.8e-06,5.0,0.0
5818.181818181818,4.9e-06,5.0,0.0
5818.181818181818,4.9999999999999996e-06,5.0,0.0
5818.181818181818,5.0999999999999995e-06,5.0,0.0
5818.181818181818,5.199999999999999e-06,5.0,0.0
5818.181818181818,5.299999999999999e-06,5.0,0.0
5818.181818181818,5.4e-06,5.0,0.0
5818.181818181818,5.5e-06,5.0,0.0
5818.181818181818,5.6e-06,5.0,0.0
5818.181818181818,5.7e-06,5.0,0.0
5818.181818181818,5.7999999999999995e-06,5.0,0.0
5818.181818181818,5.899999999999999e-06,5.0,0.0
5818.181818181818,5.999999999999999e-06,5.0,0.0
5818.181818181818,6.1e-06,5.0,0.0
5818.181818181818,6.2e-06,5.0,0.0
5818.181818181818,6.3e-06,5.0,0.0
5818.181818181818,6.4e-06,5.0,0.0
5818.181818181818,6.5e-06,5.0,0.0
5818.181818181818,6.5999999999999995e-06,5.0,0.0
5818.181818181818,6.699999999999999e-06,5.0,0.0
5818.181818181818,6.799999999999999e-06,5.0,0.0
5818.181818181818,6.899999999999999e-06,5.0,0.0
5818.181818181818,7e-06,5.0,0.0
5818.181818181818,7.1e-06,5.0,0.0
5818.181818181818,7.2e-06,5.0,0.0
5818.181818181818,7.2999999999999996e-06,5.0,0.0
5818.181818181818,7.3999999999999995e-06,5.0,0.0
5818.181818181818,7.499999999999999e-06,5.0,0.0
5818.181818181818,7.599999999999999e-06,5.0,0.0
5818.181818181818,7.7e-06,5.0,0.0
5818.181818181818,7.8e-06,5.0,0.0
5818.181818181818,7.9e-06,5.0,0.0
5818.181818181818,8e-06,5.0,0.0
5818.181818181818,8.1e-06,5.0,0.0
5818.181818181818,8.200000000000001e-06,5.0,0.0
5818.181818181818,8.3e-06,5.0,0.0
5818.181818181818,8.400000000000001e-06,5.0,0.0
5818.181818181818,8.5e-06,5.0,0.0
5818.181818181818,8.6e-06,5.0,0.0
5818.181818181818,8.7e-06,5.0,0.0
5818.181818181818,8.8e-06,5.0,0.0
5818.181818181818,8.900000000000001e-06,5.0,0.0
5818.181818181818,9e-06,5.0,0.0
5818.181818181818,9.100000000000001e-06,5.0,0.0
5818.181818181818,9.2e-06,5.0,0.0
5818.181818181818,9.3e-06,5.0,0.0
5818.181818181818,9.4e-06,5.0,0.0
5818.181818181818,9.5e-06,5.0,0.0
5818.181818181818,9.6e-06,5.0,0.0
5818.181818181818,9.7e-06,5.0,0.0
5818.181818181818,9.800000000000001e-06,5.0,0.0
5818.181818181818,9.9e-06,5.0,0.0
5818.181818181818,1e-05,5.0,0.0
5909.090909090909,1e-07,5.0,0.0
5909.090909090909,2e-07,5.0,0.0
5909.090909090909,3e-07,5.0,0.0
5909.090909090909,4e-07,5.0,0.0
5909.090909090909,5e-07,5.0,0.0
5909.090909090909,6e-07,5.0,0.0
5909.090909090909,7e-07,5.0,0.0
5909.090909090909,8e-07,5.0,0.0
5909.090909090909,9e-07,5.0,0.0
5909.090909090909,1e-06,5.0,0.0
5909.090909090909,1.1e-06,5.0,0.0
5909.090909090909,1.2e-06,5.0,0.0
5909.090909090909,1.2999999999999998e-06,5.0,0.0
5909.090909090909,1.3999999999999997e-06,5.0,0.0
5909.090909090909,1.5e-06,5.0,0.0
5909.090909090909,1.6e-06,5.0,0.0
5909.090909090909,1.6999999999999998e-06,5.0,0.0
5909.090909090909,1.7999999999999997e-06,5.0,0.0
5909.090909090909,1.9e-06,5.0,0.0
5909.090909090909,2e-06,5.0,0.0
5909.090909090909,2.1e-06,5.0,0.0
5909.090909090909,2.1999999999999997e-06,5.0,0.0
5909.090909090909,2.3e-06,5.0,0.0
5909.090909090909,2.4e-06,5.0,0.0
5909.090909090909,2.4999999999999998e-06,5.0,0.0
5909.090909090909,2.5999999999999997e-06,5.0,0.0
5909.090909090909,2.6999999999999996e-06,5.0,0.0
5909.090909090909,2.8e-06,5.0,0.0
5909.090909090909,2.8999999999999998e-06,5.0,0.0
5909.090909090909,2.9999999999999997e-06,5.0,0.0
5909.090909090909,3.1e-06,5.0,0.0
5909.090909090909,3.2e-06,5.0,0.0
5909.090909090909,3.2999999999999997e-06,5.0,0.0
5909.090909090909,3.3999999999999996e-06,5.0,0.0
5909.090909090909,3.4999999999999995e-06,5.0,0.0
5909.090909090909,3.6e-06,5.0,0.0
5909.090909090909,3.6999999999999997e-06,5.0,0.0
5909.090909090909,3.7999999999999996e-06,5.0,0.0
5909.090909090909,3.9e-06,5.0,0.0
5909.090909090909,4e-06,5.0,0.0
5909.090909090909,4.1e-06,5.0,0.0
5909.090909090909,4.2e-06,5.0,0.0
5909.090909090909,4.2999999999999995e-06,5.0,0.0
5909.090909090909,4.399999999999999e-06,5.0,0.0
5909.090909090909,4.5e-06,5.0,0.0
5909.090909090909,4.6e-06,5.0,0.0
5909.090909090909,4.7e-06,5.0,0.0
5909.090909090909,4.8e-06,5.0,0.0
5909.090909090909,4.9e-06,5.0,0.0
5909.090909090909,4.9999999999999996e-06,5.0,0.0
5909.090909090909,5.0999999999999995e-06,5.0,0.0
5909.090909090909,5.199999999999999e-06,5.0,0.0
5909.090909090909,5.299999999999999e-06,5.0,0.0
5909.090909090909,5.4e-06,5.0,0.0
5909.090909090909,5.5e-06,5.0,0.0
5909.090909090909,5.6e-06,5.0,0.0
5909.090909090909,5.7e-06,5.0,0.0
5909.090909090909,5.7999999999999995e-06,5.0,0.0
5909.090909090909,5.899999999999999e-06,5.0,0.0
5909.090909090909,5.999999999999999e-06,5.0,0.0
5909.090909090909,6.1e-06,5.0,0.0
5909.090909090909,6.2e-06,5.0,0.0
5909.090909090909,6.3e-06,5.0,0.0
5909.090909090909,6.4e-06,5.0,0.0
5909.090909090909,6.5e-06,5.0,0.0
5909.090909090909,6.5999999999999995e-06,5.0,0.0
5909.090909090909,6.699999999999999e-06,5.0,0.0
5909.090909090909,6.799999999999999e-06,5.0,0.0
5909.090909090909,6.899999999999999e-06,5.0,0.0
5909.090909090909,7e-06,5.0,0.0
5909.090909090909,7.1e-06,5.0,0.0
5909.090909090909,7.2e-06,5.0,0.0
5909.090909090909,7.2999999999999996e-06,5.0,0.0
5909.090909090909,7.3999999999999995e-06,5.0,0.0
5909.090909090909,7.499999999999999e-06,5.0,0.0
5909.090909090909,7.599999999999999e-06,5.0,0.0
5909.090909090909,7.7e-06,5.0,0.0
5909.090909090909,7.8e-06,5.0,0.0
5909.090909090909,7.9e-06,5.0,0.0
5909.090909090909,8e-06,5.0,0.0
5909.090909090909,8.1e-06,5.0,0.0
5909.090909090909,8.200000000000001e-06,5.0,0.0
5909.090909090909,8.3e-06,5.0,0.0
5909.090909090909,8.400000000000001e-06,5.0,0.0
5909.090909090909,8.5e-06,5.0,0.0
5909.090909090909,8.6e-06,5.0,0.0
5909.090909090909,8.7e-06,5.0,0.0
5909.090909090909,8.8e-06,5.0,0.0
5909.090909090909,8.900000000000001e-06,5.0,0.0
5909.090909090909,9e-06,5.0,0.0
5909.090909090909,9.100000000000001e-06,5.0,0.0
5909.090909090909,9.2e-06,5.0,0.0
5909.090909090909,9.3e-06,5.0,0.0
5909.090909090909,9.4e-06,5.0,0.0
5909.090909090909,9.5e-06,5.0,0.0
5909.090909090909,9.6e-06,5.0,0.0
5909.090909090909,9.7e-06,5.0,0.0
5909.090909090909,9.800000000000001e-06,5.0,0.0
5909.090909090909,9.9e-06,5.0,0.0
5909.090909090909,1e-05,5.0,0.0
6000.0,1e-07,5.0,0.0
6000.0,2e-07,5.0,0.0
6000.0,3e-07,5.0,0.0
6000.0,4e-07,5.0,0.0
6000.0,5e-07,5.0,0.0
6000.0,6e-07,5.0,0.0
6000.0,7e-07,5.0,0.0
6000.0,8e-07,5.0,0.0
6000.0,9e-07,5.0,0.0
6000.0,1e-06,5.0,0.0
6000.0,1.1e-06,5.0,0.0
6000.0,1.2e-06,5.0,0.0
6000.0,1.2999999999999998e-06,5.0,0.0
6000.0,1.3999999999999997e-06,5.0,0.0
6000.0,1.5e-06,5.0,0.0
6000.0,1.6e-06,5.0,0.0
6000.0,1.6999999999999998e-06,5.0,0.0
6000.0,1.7999999999999997e-06,5.0,0.0
6000.0,1.9e-06,5.0,0.0
6000.0,2e-06,5.0,0.0
6000.0,2.1e-06,5.0,0.0
6000.0,2.1999999999999997e-06,5.0,0.0
6000.0,2.3e-06,5.0,0.0
6000.0,2.4e-06,5.0,0.0
6000.0,2.4999999999999998e-06,5.0,0.0
6000.0,2.5999999999999997e-06,5.0,0.0
6000.0,2.6999999999999996e-06,5.0,0.0
6000.0,2.8e-06,5.0,0.0
6000.0,2.8999999999999998e-06,5.0,0.0
6000.0,2.9999999999999997e-06,5.0,0.0
6000.0,3.1e-06,5.0,0.0
6000.0,3.2e-06,5.0,0.0
6000.0,3.2999999999999997e-06,5.0,0.0
6000.0,3.3999999999999996e-06,5.0,0.0
6000.0,3.4999999999999995e-06,5.0,0.0
6000.0,3.6e-06,5.0,0.0
6000.0,3.6999999999999997e-06,5.0,0.0
6000.0,3.7999999999999996e-06,5.0,0.0
6000.0,3.9e-06,5.0,0.0
6000.0,4e-06,5.0,0.0
6000.0,4.1e-06,5.0,0.0
6000.0,4.2e-06,5.0,0.0
6000.0,4.2999999999999995e-06,5.0,0.0
6000.0,4.399999999999999e-06,5.0,0.0
6000.0,4.5e-06,5.0,0.0
6000.0,4.6e-06,5.0,0.0
6000.0,4.7e-06,5.0,0.0
6000.0,4.8e-06,5.0,0.0
6000.0,4.9e-06,5.0,0.0
6000.0,4.9999999999999996e-06,5.0,0.0
6000.0,5.0999999999999995e-06,5.0,0.0
6000.0,5.199999999999999e-06,5.0,0.0
6000.0,5.299999999999999e-06,5.0,0.0
6000.0,5.4e-06,5.0,0.0
6000.0,5.5e-06,5.0,0.0
6000.0,5.6e-06,5.0,0.0
6000.0,5.7e-06,5.0,0.0
6000.0,5.7999999999999995e-06,5.0,0.0
6000.0,5.899999999999999e-06,5.0,0.0
6000.0,5.999999999999999e-06,5.0,0.0
6000.0,6.1e-06,5.0,0.0
6000.0,6.2e-06,5.0,0.0
6000.0,6.3e-06,5.0,0.0
6000.0,6.4e-06,5.0,0.0
6000.0,6.5e-06,5.0,0.0
6000.0,6.5999999999999995e-06,5.0,0.0
6000.0,6.699999999999999e-06,5.0,0.0
6000.0,6.799999999999999e-06,5.0,0.0
6000.0,6.899999999999999e-06,5.0,0.0
6000.0,7e-06,5.0,0.0
6000.0,7.1e-06,5.0,0.0
6000.0,7.2e-06,5.0,0.0
6000.0,7.2999999999999996e-06,5.0,0.0
6000.0,7.3999999999999995e-06,5.0,0.0
6000.0,7.499999999999999e-06,5.0,0.0
6000.0,7.599999999999999e-06,5.0,0.0
6000.0,7.7e-06,5.0,0.0
6000.0,7.8e-06,5.0,0.0
6000.0,7.9e-06,5.0,0.0
6000.0,8e-06,5.0,0.0
6000.0,8.1e-06,5.0,0.0
6000.0,8.200000000000001e-06,5.0,0.0
6000.0,8.3e-06,5.0,0.0
6000.0,8.400000000000001e-06,5.0,0.0
6000.0,8.5e-06,5.0,0.0
6000.0,8.6e-06,5.0,0.0
6000.0,8.7e-06,5.0,0.0
6000.0,8.8e-06,5.0,0.0
6000.0,8.900000000000001e-06,5.0,0.0
6000.0,9e-06,5.0,0.0
6000.0,9.100000000000001e-06,5.0,0.0
6000.0,9.2e-06,5.0,0.0
6000.0,9.3e-06,5.0,0.0
6000.0,9.4e-06,5.0,0.0
6000.0,9.5e-06,5.0,0.0
6000.0,9.6e-06,5.0,0.0
6000.0,9.7e-06,5.0,0.0
6000.0,9.800000000000001e-06,5.0,0.0
6000.0,9.9e-06,5.0,0.0
6000.0,1e-05,5.0,0.0
6090.909090909091,1e-07,5.0,0.0
6090.909090909091,2e-07,5.0,0.0
6090.909090909091,3e-07,5.0,0.0
6090.909090909091,4e-07,5.0,0.0
6090.909090909091,5e-07,5.0,0.0
6090.909090909091,6e-07,5.0,0.0
6090.909090909091,7e-07,5.0,0.0
6090.909090909091,8e-07,5.0,0.0
6090.909090909091,9e-07,5.0,0.0
6090.909090909091,1e-06,5.0,0.0
6090.909090909091,1.1e-06,5.0,0.0
6090.909090909091,1.2e-06,5.0,0.0
6090.909090909091,1.2999999999999998e-06,5.0,0.0
6090.909090909091,1.3999999999999997e-06,5.0,0.0
6090.909090909091,1.5e-06,5.0,0.0
6090.909090909091,1.6e-06,5.0,0.0
6090.909090909091,1.6999999999999998e-06,5.0,0.0
6090.909090909091,1.7999999999999997e-06,5.0,0.0
6090.909090909091,1.9e-06,5.0,0.0
6090.909090909091,2e-06,5.0,0.0
6090.909090909091,2.1e-06,5.0,0.0
6090.909090909091,2.1999999999999997e-06,5.0,0.0
6090.909090909091,2.3e-06,5.0,0.0
6090.909090909091,2.4e-06,5.0,0.0
6090.909090909091,2.4999999999999998e-06,5.0,0.0
6090.909090909091,2.5999999999999997e-06,5.0,0.0
6090.909090909091,2.6999999999999996e-06,5.0,0.0
6090.909090909091,2.8e-06,5.0,0.0
6090.909090909091,2.8999999999999998e-06,5.0,0.0
6090.909090909091,2.9999999999999997e-06,5.0,0.0
6090.909090909091,3.1e-06,5.0,0.0
6090.909090909091,3.2e-06,5.0,0.0
6090.909090909091,3.2999999999999997e-06,5.0,0.0
6090.909090909091,3.3999999999999996e-06,5.0,0.0
6090.909090909091,3.4999999999999995e-06,5.0,0.0
6090.909090909091,3.6e-06,5.0,0.0
6090.909090909091,3.6999999999999997e-06,5.0,0.0
6090.909090909091,3.7999999999999996e-06,5.0,0.0
6090.909090909091,3.9e-06,5.0,0.0
6090.909090909091,4e-06,5.0,0.0
6090.909090909091,4.1e-06,5.0,0.0
6090.909090909091,4.2e-06,5.0,0.0
6090.909090909091,4.2999999999999995e-06,5.0,0.0
6090.909090909091,4.399999999999999e-06,5.0,0.0
6090.909090909091,4.5e-06,5.0,0.0
6090.909090909091,4.6e-06,5.0,0.0
6090.909090909091,4.7e-06,5.0,0.0
6090.909090909091,4.8e-06,5.0,0.0
6090.909090909091,4.9e-06,5.0,0.0
6090.909090909091,4.9999999999999996e-06,5.0,0.0
6090.909090909091,5.0999999999999995e-06,5.0,0.0
6090.909090909091,5.199999999999999e-06,5.0,0.0
6090.909090909091,5.299999999999999e-06,5.0,0.0
6090.909090909091,5.4e-06,5.0,0.0
6090.909090909091,5.5e-06,5.0,0.0
6090.909090909091,5.6e-06,5.0,0.0
6090.909090909091,5.7e-06,5.0,0.0
6090.909090909091,5.7999999999999995e-06,5.0,0.0
6090.909090909091,5.899999999999999e-06,5.0,0.0
6090.909090909091,5.999999999999999e-06,5.0,0.0
6090.909090909091,6.1e-06,5.0,0.0
6090.909090909091,6.2e-06,5.0,0.0
6090.909090909091,6.3e-06,5.0,0.0
6090.909090909091,6.4e-06,5.0,0.0
6090.909090909091,6.5e-06,5.0,0.0
6090.909090909091,6.5999999999999995e-06,5.0,0.0
6090.909090909091,6.699999999999999e-06,5.0,0.0
6090.909090909091,6.799999999999999e-06,5.0,0.0
6090.909090909091,6.899999999999999e-06,5.0,0.0
6090.909090909091,7e-06,5.0,0.0
6090.909090909091,7.1e-06,5.0,0.0
6090.909090909091,7.2e-06,5.0,0.0
6090.909090909091,7.2999999999999996e-06,5.0,0.0
6090.909090909091,7.3999999999999995e-06,5.0,0.0
6090.909090909091,7.499999999999999e-06,5.0,0.0
6090.909090909091,7.599999999999999e-06,5.0,0.0
6090.909090909091,7.7e-06,5.0,0.0
6090.909090909091,7.8e-06,5.0,0.0
6090.909090909091,7.9e-06,5.0,0.0
6090.909090909091,8e-06,5.0,0.0
6090.909090909091,8.1e-06,5.0,0.0
6090.909090909091,8.200000000000001e-06,5.0,0.0
6090.909090909091,8.3e-06,5.0,0.0
6090.909090909091,8.400000000000001e-06,5.0,0.0
6090.909090909091,8.5e-06,5.0,0.0
6090.909090909091,8.6e-06,5.0,0.0
6090.909090909091,8.7e-06,5.0,0.0
6090.909090909091,8.8e-06,5.0,0.0
6090.909090909091,8.900000000000001e-06,5.0,0.0
6090.909090909091,9e-06,5.0,0.0
6090.909090909091,9.100000000000001e-06,5.0,0.0
6090.909090909091,9.2e-06,5.0,0.0
6090.909090909091,9.3e-06,5.0,0.0
6090.909090909091,9.4e-06,5.0,0.0
6090.909090909091,9.5e-06,5.0,0.0
6090.909090909091,9.6e-06,5.0,0.0
6090.909090909091,9.7e-06,5.0,0.0
6090.909090909091,9.800000000000001e-06,5.0,0.0
6090.909090909091,9.9e-06,5.0,0.0
6090.909090909091,1e-05,5.0,0.0
6181.818181818182,1e-07,5.0,0.0
6181.818181818182,2e-07,5.0,0.0
6181.818181818182,3e-07,5.0,0.0
6181.818181818182,4e-07,5.0,0.0
6181.818181818182,5e-07,5.0,0.0
6181.818181818182,6e-07,5.0,0.0
6181.818181818182,7e-07,5.0,0.0
6181.818181818182,8e-07,5.0,0.0
6181.818181818182,9e-07,5.0,0.0
6181.818181818182,1e-06,5.0,0.0
6181.818181818182,1.1e-06,5.0,0.0
6181.818181818182,1.2e-06,5.0,0.0
6181.818181818182,1.2999999999999998e-06,5.0,0.0
6181.818181818182,1.3999999999999997e-06,5.0,0.0
6181.818181818182,1.5e-06,5.0,0.0
6181.818181818182,1.6e-06,5.0,0.0
6181.818181818182,1.6999999999999998e-06,5.0,0.0
6181.818181818182,1.7999999999999997e-06,5.0,0.0
6181.818181818182,1.9e-06,5.0,0.0
6181.818181818182,2e-06,5.0,0.0
6181.818181818182,2.1e-06,5.0,0.0
6181.818181818182,2.1999999999999997e-06,5.0,0.0
6181.818181818182,2.3e-06,5.0,0.0
6181.818181818182,2.4e-06,5.0,0.0
6181.818181818182,2.4999999999999998e-06,5.0,0.0
6181.818181818182,2.5999999999999997e-06,5.0,0.0
6181.818181818182,2.6999999999999996e-06,5.0,0.0
6181.818181818182,2.8e-06,5.0,0.0
6181.818181818182,2.8999999999999998e-06,5.0,0.0
6181.818181818182,2.9999999999999997e-06,5.0,0.0
6181.818181818182,3.1e-06,5.0,0.0
6181.818181818182,3.2e-06,5.0,0.0
6181.818181818182,3.2999999999999997e-06,5.0,0.0
6181.818181818182,3.3999999999999996e-06,5.0,0.0
6181.818181818182,3.4999999999999995e-06,5.0,0.0
6181.818181818182,3.6e-06,5.0,0.0
6181.818181818182,3.6999999999999997e-06,5.0,0.0
6181.818181818182,3.7999999999999996e-06,5.0,0.0
6181.818181818182,3.9e-06,5.0,0.0
6181.818181818182,4e-06,5.0,0.0
6181.818181818182,4.1e-06,5.0,0.0
6181.818181818182,4.2e-06,5.0,0.0
6181.818181818182,4.2999999999999995e-06,5.0,0.0
6181.818181818182,4.399999999999999e-06,5.0,0.0
6181.818181818182,4.5e-06,5.0,0.0
6181.818181818182,4.6e-06,5.0,0.0
6181.818181818182,4.7e-06,5.0,0.0
6181.818181818182,4.8e-06,5.0,0.0
6181.818181818182,4.9e-06,5.0,0.0
6181.818181818182,4.9999999999999996e-06,5.0,0.0
6181.818181818182,5.0999999999999995e-06,5.0,0.0
6181.818181818182,5.199999999999999e-06,5.0,0.0
6181.818181818182,5.299999999999999e-06,5.0,0.0
6181.818181818182,5.4e-06,5.0,0.0
6181.818181818182,5.5e-06,5.0,0.0
6181.818181818182,5.6e-06,5.0,0.0
6181.818181818182,5.7e-06,5.0,0.0
6181.818181818182,5.7999999999999995e-06,5.0,0.0
6181.818181818182,5.899999999999999e-06,5.0,0.0
6181.818181818182,5.999999999999999e-06,5.0,0.0
6181.818181818182,6.1e-06,5.0,0.0
6181.818181818182,6.2e-06,5.0,0.0
6181.818181818182,6.3e-06,5.0,0.0
6181.818181818182,6.4e-06,5.0,0.0
6181.818181818182,6.5e-06,5.0,0.0
6181.818181818182,6.5999999999999995e-06,5.0,0.0
6181.818181818182,6.699999999999999e-06,5.0,0.0
6181.818181818182,6.799999999999999e-06,5.0,0.0
6181.818181818182,6.899999999999999e-06,5.0,0.0
6181.818181818182,7e-06,5.0,0.0
6181.818181818182,7.1e-06,5.0,0.0
6181.818181818182,7.2e-06,5.0,0.0
6181.818181818182,7.2999999999999996e-06,5.0,0.0
6181.818181818182,7.3999999999999995e-06,5.0,0.0
6181.818181818182,7.499999999999999e-06,5.0,0.0
6181.818181818182,7.599999999999999e-06,5.0,0.0
6181.818181818182,7.7e-06,5.0,0.0
6181.818181818182,7.8e-06,5.0,0.0
6181.818181818182,7.9e-06,5.0,0.0
6181.818181818182,8e-06,5.0,0.0
6181.818181818182,8.1e-06,5.0,0.0
6181.818181818182,8.200000000000001e-06,5.0,0.0
6181.818181818182,8.3e-06,5.0,0.0
6181.818181818182,8.400000000000001e-06,5.0,0.0
6181.818181818182,8.5e-06,5.0,0.0
6181.818181818182,8.6e-06,5.0,0.0
6181.818181818182,8.7e-06,5.0,0.0
6181.818181818182,8.8e-06,5.0,0.0
6181.818181818182,8.900000000000001e-06,5.0,0.0
6181.818181818182,9e-06,5.0,0.0
6181.818181818182,9.100000000000001e-06,5.0,0.0
6181.818181818182,9.2e-06,5.0,0.0
6181.818181818182,9.3e-06,5.0,0.0
6181.818181818182,9.4e-06,5.0,0.0
6181.818181818182,9.5e-06,5.0,0.0
6181.818181818182,9.6e-06,5.0,0.0
6181.818181818182,9.7e-06,5.0,0.0
6181.818181818182,9.800000000000001e-06,5.0,0.0
6181.818181818182,9.9e-06,5.0,0.0
